"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbol"
"ENSG00000110079.16",18470.0838883688,4.11045669285087,0.758808061302668,5.41699133479728,6.06102769163069e-08,6.37335615941371e-07,"MS4A4A"
"ENSG00000167996.15",5596983.69595397,0.500328861879852,0.412667031782315,1.21242751018642,0.225348775521958,0.413896692748808,"FTH1"
"ENSG00000162188.5",571211.90362593,-3.8723429589979,0.459921643486541,-8.41957105919765,3.77865215088802e-17,2.12394602263097e-15,"GNG3"
"ENSG00000172757.12",2291500.9281682,0.378549092716729,0.162259246485621,2.33298934215299,0.0196487046959791,0.0550123693372903,"CFL1"
"ENSG00000174547.13",61482.099645724,1.40909889713927,0.13642695164277,10.3285962207009,5.23206454620282e-25,9.20992315705965e-23,"MRPL11"
"ENSG00000110717.12",294446.266298481,0.367603609514275,0.211454716523699,1.73845074518862,0.0821314218133828,0.183958913628743,"NDUFS8"
"ENSG00000197345.12",110896.169303035,0.425431493376817,0.194442010032276,2.18796078741522,0.0286724587615873,0.0758307211658999,"MRPL21"
"ENSG00000021300.13",4491507.32917048,-1.48565112003092,0.533354099343166,-2.7854873935731,0.00534473182121727,0.0177395031070718,"PLEKHB1"
"ENSG00000182985.17",479534.174204141,-0.0628373526549573,0.306098080517817,-0.205285026775265,0.83734944184531,0.950317841213207,"CADM1"
"ENSG00000137726.16",1190526.36632796,-0.585768215872349,0.44150191604644,-1.32676256791315,0.184587236431639,0.354689731289511,"FXYD6"
"ENSG00000154146.12",2840798.1832121,-4.41365692166425,1.03042238299426,-4.28334728991309,1.84102470831928e-05,0.000114087254036965,"NRGN"
"ENSG00000166086.12",373504.948196753,-0.770191900583091,0.394436998150712,-1.9526360462991,0.0508627367259925,0.12335179150902,"JAM3"
"ENSG00000109956.12",1177018.09804825,-1.84472516266947,0.424502230449094,-4.34561948171126,1.38883148406199e-05,8.85158620379359e-05,"B3GAT1"
"ENSG00000177575.12",91550.291224423,4.55626340324869,0.888205197252703,5.12974188548053,2.90139734162415e-07,2.6680557372392e-06,"CD163"
"ENSG00000059804.15",360316.291345089,-1.39159628703762,0.382412330714847,-3.63899428775295,0.000273704869901489,0.00127802468439987,"SLC2A3"
"ENSG00000171860.4",29952.652936511,1.90182502198139,0.723681134002713,2.62798756610154,0.00858916551557087,0.0268708167138193,"C3AR1"
"ENSG00000057294.14",20501.7451853974,-1.72366401328673,0.548156503438825,-3.14447425593499,0.00166385550258638,0.0063538136786793,"PKP2"
"ENSG00000167552.13",4232910.51649171,1.09551100730095,0.352094806218708,3.11140916580424,0.00186196747610031,0.00700809307851361,"TUBA1A"
"ENSG00000135472.8",2636351.89558028,-3.59644688552831,0.278425097174404,-12.9171074088753,3.60438655872152e-38,3.1278487147474e-35,"FAIM2"
"ENSG00000161800.12",57091.7565373953,1.89593668839547,0.196351691649266,9.65582049469731,4.64426408866189e-22,5.3300203916838e-20,"RACGAP1"
"ENSG00000135404.11",927961.470041123,2.22557965705469,0.331957502273204,6.70441138342766,2.0221982698242e-11,4.23300953104462e-10,"CD63"
"ENSG00000196465.10",495320.543242563,0.571419293100479,0.208524515887682,2.74029790055124,0.00613835197205516,0.0200189517996793,"MYL6B"
"ENSG00000092841.18",1291652.514108,1.61795026898705,0.181522893765418,8.91320227121284,4.95794166145864e-19,3.64397661727177e-17,"MYL6"
"ENSG00000155980.11",6407239.98949926,-3.17423414360756,0.609018583072869,-5.21204809152395,1.8676711409619e-07,1.78516879838723e-06,"KIF5A"
"ENSG00000089169.14",687241.777899229,-2.47268514912285,0.590388840794035,-4.18823151500839,2.81136644634503e-05,0.000166580534142322,"RPH3A"
"ENSG00000111775.2",564479.155062949,0.365901589343807,0.317519021950406,1.1523769098815,0.249166225071791,0.446452153769147,"COX6A1"
"ENSG00000102780.16",179485.223662452,-1.70891450219295,0.519352612211163,-3.29047060130723,0.00100019952647009,0.00406222755376603,"DGKH"
"ENSG00000125266.6",130861.225853193,-0.129820079796471,0.263038059643708,-0.493541048669214,0.621630343026952,0.819714837980463,"EFNB2"
"ENSG00000169413.2",17113.0295777632,2.46359994380777,0.733608520483015,3.35819428894543,0.000784534487843183,0.00326981916975693,"RNASE6"
"ENSG00000100804.18",291448.607527379,-0.11109873382103,0.179208318052346,-0.619941836564634,0.535296080568452,0.754321784059942,"PSMB5"
"ENSG00000100852.12",510278.982142858,-0.88450753493462,0.224262512610107,-3.94407217077955,8.01095317174915e-05,0.000423846173587978,"ARHGAP5"
"ENSG00000100505.13",816133.944357562,0.34197678662174,0.384645498775454,0.88907003386351,0.3739654424919,0.598151225462226,"TRIM9"
"ENSG00000186469.8",279289.126569118,-1.36790845367789,0.664303527542148,-2.05916180926964,0.0394787403497826,0.0997026658154623,"GNG2"
"ENSG00000165617.14",59522.2966982807,-0.185617901718173,0.6042704962187,-0.307176840305294,0.758708772668002,0.907928910403834,"DACT1"
"ENSG00000139970.16",1846347.34563288,-3.1949742400439,0.474646597903032,-6.73126965232481,1.68188935006628e-11,3.5797321347538e-10,"RTN1"
"ENSG00000119655.10",250234.160655533,2.42604881488668,0.481422699869281,5.03933199565665,4.67159504420887e-07,4.11752988714804e-06,"NPC2"
"ENSG00000100600.14",137009.406161368,0.54724728217672,0.272239544350746,2.01016822696287,0.0444133869869317,0.11000269260035,"LGMN"
"ENSG00000126214.21",1797723.52536554,-2.28345763550919,0.247227858708749,-9.2362472717901,2.55294088258696e-20,2.27939833603396e-18,"KLC1"
"ENSG00000156970.12",5020.96867420338,4.57168658912154,0.474902043523409,9.62658858067474,6.17453631392236e-22,6.92556154720761e-20,"BUB1B"
"ENSG00000166963.12",2874049.2356472,-3.34924728197444,0.322962674580885,-10.3703850183952,3.38159506205234e-25,6.08244429634025e-23,"MAP1A"
"ENSG00000140262.17",270885.386420453,1.80725727868327,0.261089031247141,6.9219961867052,4.45323236829689e-12,1.04693291761139e-10,"TCF12"
"ENSG00000157456.7",6022.91336420378,5.42820240072123,0.505684234098635,10.7343714410967,7.01950228818721e-27,1.61494261015299e-24,"CCNB2"
"ENSG00000137834.14",50158.2427048676,0.20740132311944,0.537292495908227,0.386011948238461,0.699487819913572,0.871754644013953,"SMAD6"
"ENSG00000137807.13",5408.37108812248,4.18148916864714,0.403593270341614,10.3606513684131,3.74403594647146e-25,6.70996355276321e-23,"KIF23"
"ENSG00000178741.11",322110.333754873,0.0134038935874802,0.215596080029121,0.0621713232711358,0.95042639901306,0.994568871849378,"COX5A"
"ENSG00000041357.15",207732.896717567,0.492857597823544,0.142256431233998,3.46457164395499,0.00053107665826904,0.00231671010006348,"PSMA4"
"ENSG00000198901.13",55455.6581279841,2.13959330251949,0.415589596528224,5.14833220175227,2.62812739792108e-07,2.43623863588396e-06,"PRC1"
"ENSG00000185518.11",496322.597018382,-5.49506841884184,0.721644512220015,-7.61464727548083,2.64412536510953e-14,9.40928180286172e-13,"SV2B"
"ENSG00000127585.11",3630535.0360423,-4.11840334846005,0.622347274460958,-6.61753255371316,3.6524380344241e-11,7.2439532852748e-10,"FBXL16"
"ENSG00000006327.13",32775.1260279823,3.59894152813503,0.767141814119618,4.69136405015964,2.71389577549306e-06,2.03579224505594e-05,"TNFRSF12A"
"ENSG00000166851.14",33379.6615967784,3.35495031015212,0.363900006776748,9.21942909501064,2.98686234760397e-20,2.62419465651657e-18,"PLK1"
"ENSG00000158865.12",108889.006738134,-3.64423545671788,0.849915296700363,-4.28776311106053,1.80481416455367e-05,0.000111997651280245,"SLC5A11"
"ENSG00000125148.6",967565.683219324,2.47925489885404,0.567013417719041,4.37248012371116,1.22843004051321e-05,7.92217255853266e-05,"MT2A"
"ENSG00000125170.10",99152.3089648015,-0.512181190642766,0.403601676324494,-1.26902642057159,0.204431641048408,0.384267782360572,"DOK4"
"ENSG00000166848.5",1002232.57596471,-1.48787193092183,0.179598605752897,-8.28442918409368,1.18676905305318e-16,6.20532182243367e-15,"TERF2IP"
"ENSG00000258947.6",757751.167738292,-0.49687219812532,0.429264854413413,-1.15749564171586,0.24706991889805,0.443708618101628,"TUBB3"
"ENSG00000132535.18",1502899.5652319,-2.88504009492766,0.418567032724477,-6.89265964437946,5.47587833176092e-12,1.26925419776112e-10,"DLG4"
"ENSG00000129244.8",2220063.63195561,-0.092045602467127,0.384433559653816,-0.239431756556359,0.81077080782124,0.936531903307858,"ATP1B2"
"ENSG00000109046.14",920152.516237881,0.3024608031749,0.300112996951604,1.00782307413256,0.313539406607094,0.528755010344459,"WSB1"
"ENSG00000109107.13",3750265.25436659,-1.1176890425383,0.33308064620391,-3.35561088666214,0.000791899027431891,0.00329856787308556,"ALDOC"
"ENSG00000176749.8",473542.971207908,-3.17040454457093,0.442173750166645,-7.17004241743452,7.49745329635429e-13,2.05573187278752e-11,"CDK5R1"
"ENSG00000108797.11",670350.890685394,-2.23740993161777,0.432425321671642,-5.17409554780125,2.29017613798371e-07,2.14873430366514e-06,"CNTNAP1"
"ENSG00000180340.6",9004.65213124984,2.26718252813097,0.686769100277114,3.30122966687953,0.000962620497661536,0.00392701528217156,"FZD2"
"ENSG00000131095.12",37672552.6945573,1.19125576933078,0.648364358655197,1.8373245744131,0.066161994173035,0.153905045136146,"GFAP"
"ENSG00000198336.9",1420.9219482737,0.651178721102931,0.71334820769538,0.912848331401435,0.361322315030833,0.584468000611044,"MYL4"
"ENSG00000141540.10",472999.918352223,-1.55310625400632,0.547286900871693,-2.83782829724704,0.00454216094204356,0.0153885923861125,"TTYH2"
"ENSG00000167889.12",309621.759947075,-3.06617096052191,0.637911428596983,-4.80657787753641,1.53535691645093e-06,1.21765102638013e-05,"MGAT5B"
"ENSG00000181409.11",989371.539550389,-3.89077055953066,0.381677591573437,-10.1938668798743,2.11192870711559e-24,3.38072626436134e-22,"AATK"
"ENSG00000184009.9",4696667.32612279,0.98109278279911,0.247439612066798,3.96497866531676,7.34025119295571e-05,0.000392432106580589,"ACTG1"
"ENSG00000141552.17",220061.894859619,1.27329762101042,0.220303134018082,5.77975264258343,7.48105344936769e-09,9.45433898363627e-08,"ANAPC11"
"ENSG00000141542.10",464788.402440009,-3.03060385568231,0.323532701169228,-9.36722576954318,7.4463981584374e-21,7.083243048249e-19,"RAB40B"
"ENSG00000080986.12",3028.02154874406,6.15945220763907,0.828721786515756,7.43247288518336,1.0658595625073e-13,3.4057931136861e-12,"NDC80"
"ENSG00000099822.2",607222.495358498,-2.22656153744226,0.378921636507471,-5.87604750672072,4.20177788867647e-09,5.6005589190378e-08,"HCN2"
"ENSG00000116017.10",30015.9379213272,-0.275849926558914,0.396652567452163,-0.695444701973803,0.486776654511562,0.712378764830806,"ARID3A"
"ENSG00000161888.11",7349.40702675173,3.40015465099236,0.334637224814705,10.1607185299695,2.96880378511977e-24,4.69384757175205e-22,"SPC24"
"ENSG00000008441.16",1029775.57918159,0.198751005172145,0.300876563758834,0.66057323537985,0.508886037972573,0.731826333614218,"NFIX"
"ENSG00000167460.14",759762.550003129,1.67352992574324,0.331410424167302,5.04972023721986,4.42457563835373e-07,3.91866086616883e-06,"TPM4"
"ENSG00000105649.9",772277.186594387,-4.23855072268619,0.506680150150368,-8.3653380173435,5.99428293101542e-17,3.25467849505759e-15,"RAB3A"
"ENSG00000105655.18",167972.512264851,0.793299377759672,0.329422274310358,2.40815342380971,0.0160334414529483,0.0462760035026627,"ISYNA1"
"ENSG00000105695.14",854407.065655219,-3.47825331687842,0.972932487351213,-3.57502022195588,0.000350200827254974,0.00159476465838152,"MAG"
"ENSG00000167641.10",250592.624621624,-1.76381523743796,0.690753386645465,-2.55346592798285,0.0106656713295413,0.0325537928325578,"PPP1R14A"
"ENSG00000099341.11",355045.252469867,0.341892707864828,0.166577983138092,2.05244835736425,0.0401261090383987,0.101058954046607,"PSMD8"
"ENSG00000130758.7",573649.131542924,-2.58521083233857,0.372505507155132,-6.940060704289,3.91931490515394e-12,9.28027728427642e-11,"MAP3K10"
"ENSG00000105409.16",1773762.50542061,-4.00684612948285,0.558817446933236,-7.17022374922657,7.48752902023828e-13,2.05414939244075e-11,"ATP1A3"
"ENSG00000125743.10",301791.107520148,1.4561350628063,0.217541392326387,6.6935999960026,2.17746115363867e-11,4.52355894597157e-10,"SNRPD2"
"ENSG00000087086.14",6155977.07613579,1.64641193744008,0.45102961626456,3.65034108197974,0.000261892304708334,0.00122742476407931,"FTL"
"ENSG00000074219.13",28118.2679399747,3.33347758181491,0.426945312967965,7.80773902550146,5.82229864263389e-15,2.31879372028376e-13,"TEAD2"
"ENSG00000104870.12",184245.160705131,2.41165464784355,0.396332933456748,6.08492114649548,1.16548656785565e-09,1.74062885242789e-08,"FCGRT"
"ENSG00000142552.7",29838.2398047521,2.08441384833414,0.33819396833509,6.16336789977536,7.12137903711076e-10,1.10527735391166e-08,"RCN3"
"ENSG00000105568.17",1469079.01674043,-0.607668234091564,0.217519149957661,-2.79363097092758,0.00521199186315247,0.0173513235643407,"PPP2R1A"
"ENSG00000126583.10",373580.655577537,-5.91112013742855,0.696657697812887,-8.48497067639695,2.15773137805673e-17,1.26158421848934e-15,"PRKCG"
"ENSG00000160469.16",930114.495229171,-2.53559840186716,0.318504304406756,-7.9609548969517,1.70716613092525e-15,7.44649607584539e-14,"BRSK1"
"ENSG00000134308.13",1290711.18091569,0.173559487114145,0.168546280527594,1.02974379838498,0.303130289536156,0.516011397336583,"YWHAQ"
"ENSG00000183023.18",193719.869046257,-1.13322045755643,0.451588314930359,-2.50941049644118,0.0120932858161758,0.0362842587414364,"SLC8A1"
"ENSG00000115310.17",2690240.3792896,-1.34503552456117,0.217557583694081,-6.18243456156642,6.31204794374167e-10,9.90857313517099e-09,"RTN4"
"ENSG00000124374.8",973391.443312473,-2.85643668889519,0.626179481504953,-4.56169001582432,5.07435249221234e-06,3.56890499025989e-05,"PAIP2B"
"ENSG00000121152.9",4982.37716875743,4.15046672052845,0.411481471296515,10.0866430448277,6.32972296227745e-24,9.49532476510353e-22,"NCAPH"
"ENSG00000115641.18",42002.4780331591,-0.575446190752954,0.508476439461001,-1.13170669493152,0.257757765922206,0.458310152542363,"FHL2"
"ENSG00000169679.14",5463.009160761,5.30096979725496,0.604136472089736,8.77445749785419,1.71729718345973e-18,1.17326502600348e-16,"BUB1"
"ENSG00000169607.12",3072.43089297708,4.09382228432565,0.61789749118756,6.62540687203242,3.4629300049954e-11,6.89574757516476e-10,"CKAP2L"
"ENSG00000128656.13",1644412.23869296,-3.34623481984714,0.612093140590154,-5.46687194798628,4.58046698611786e-08,4.93397689462835e-07,"CHN1"
"ENSG00000154518.9",506480.253061108,0.299089497370724,0.199196176799685,1.50148211765879,0.133230908492301,0.273528977614376,"ATP5G3"
"ENSG00000135924.15",1254570.98725753,-1.69915718919912,0.219240701871011,-7.75019042859482,9.17548450088599e-15,3.52646593124961e-13,"DNAJB2"
"ENSG00000125835.18",161040.047884816,1.47453165358097,0.227182898159027,6.49050463538326,8.55493336202996e-11,1.58309473931706e-09,"SNRPB"
"ENSG00000100979.14",430385.007032815,2.36219505338132,0.383573584932501,6.15838823676299,7.34890189218519e-10,1.13951750217883e-08,"PLTP"
"ENSG00000154721.14",207447.393771673,1.70259575223945,0.316547205864014,5.37864723080471,7.50475955548872e-08,7.76276509102246e-07,"JAM2"
"ENSG00000182871.14",372142.318110437,1.51341983729405,0.469747677231984,3.22177183762136,0.00127400544152391,0.00501850801620919,"COL18A1"
"ENSG00000173638.18",239576.968651882,0.8528682925444,0.305115086628259,2.79523474885889,0.00518620412264509,0.0172747744594287,"SLC19A1"
"ENSG00000185608.8",95607.6732159445,0.96433564957903,0.196961771891652,4.89605490607338,9.77797566458126e-07,8.06687715642768e-06,"MRPL40"
"ENSG00000100095.18",401508.5541246,-1.06925869927955,0.483794830825834,-2.21014907797657,0.0270948177055194,0.0722362482946817,"SEZ6L"
"ENSG00000128245.14",1700476.86087147,-2.53293201338476,0.454091582436925,-5.57802018657016,2.43271429874042e-08,2.76243755906557e-07,"YWHAH"
"ENSG00000100097.11",529341.289854475,2.49410544780295,0.45250340101967,5.51179381675969,3.55194871318558e-08,3.91823352250248e-07,"LGALS1"
"ENSG00000100142.14",203823.79864334,0.358201353682529,0.197480054745482,1.81386091949483,0.0696991407251145,0.160697226476511,"POLR2F"
"ENSG00000100196.10",9022.15419302914,2.57175221930421,0.317027778684734,8.11207216595889,4.97637296228206e-16,2.34653300482669e-14,"KDELR3"
"ENSG00000100300.17",93399.4430484381,1.8796782124364,0.467304484100619,4.02238428345934,5.7611960596499e-05,0.000316354131765678,"TSPO"
"ENSG00000075218.18",4141.70397033742,5.31358936135397,0.480702019458579,11.0538111891827,2.10101790028424e-28,5.8714547694723e-26,"GTSE1"
"ENSG00000008735.13",1191232.99903657,-3.24383850748403,0.37934688607826,-8.55111410302923,1.21906035820556e-17,7.40766317796175e-16,"MAPK8IP2"
"ENSG00000150995.18",482665.516654734,-2.98672020251641,0.572407408164176,-5.21782241095623,1.81038915140598e-07,1.73544746095243e-06,"ITPR1"
"ENSG00000157087.17",1051904.16893667,-3.54930196150292,0.555613359848855,-6.38807886561338,1.67982705029318e-10,2.93919226090208e-09,"ATP2B2"
"ENSG00000157152.16",755971.17825299,-4.82590156503284,0.598774146475349,-8.05963583003749,7.65220713786813e-16,3.51121311565408e-14,"SYN2"
"ENSG00000175161.13",492049.978383262,-1.8690330171232,0.270804493336789,-6.90177993021243,5.13549517525963e-12,1.19596107979775e-10,"CADM2"
"ENSG00000091972.18",213516.006938061,-1.98189855938756,0.369616003557049,-5.36204747715058,8.22839050030988e-08,8.43717055778043e-07,"CD200"
"ENSG00000073792.15",20709.3254065006,4.16401335837399,0.686895174663854,6.06207979319659,1.34372517482091e-09,1.98287655272498e-08,"IGF2BP2"
"ENSG00000072832.14",567644.87954278,-0.300443143114641,0.342983327050864,-0.875970111136292,0.381046282587972,0.606020520364987,"CRMP1"
"ENSG00000109805.9",18127.7190243892,3.11858944002209,0.290217202698355,10.7457084246776,6.20834673954192e-27,1.44173550762771e-24,"NCAPG"
"ENSG00000154277.12",2121124.05610705,-1.85786260325287,0.465433041051909,-3.99168610602716,6.56051734295252e-05,0.000355237471102139,"UCHL1"
"ENSG00000163069.12",315266.286588422,0.615828345352846,0.194384763087009,3.16808959495037,0.00153444224572065,0.00591349055257702,"SGCB"
"ENSG00000145284.11",1862112.99359223,-0.1171882546749,0.276499410071035,-0.423828226775579,0.671691090905155,0.853789051247745,"SCD5"
"ENSG00000163624.5",119105.02504313,-2.65340857444476,0.387198209143139,-6.85284309634774,7.2396480237004e-12,1.6411638397998e-10,"CDS1"
"ENSG00000138814.16",1116598.60462565,-2.35934831142163,0.471925621150128,-4.99940712197755,5.75068645832275e-07,4.97774998074738e-06,"PPP3CA"
"ENSG00000174607.10",399615.032403006,-2.18430353887643,0.78353719052518,-2.78774711052626,0.00530759581286303,0.0176328107520624,"UGT8"
"ENSG00000164111.14",572700.042572744,2.85065633170315,0.408246005247953,6.98269253111678,2.89575714218132e-12,7.04207135107458e-11,"ANXA5"
"ENSG00000164104.11",152439.047187894,2.38735085907005,0.315738258401296,7.56117067078955,3.99457692696196e-14,1.38173253926746e-12,"HMGB2"
"ENSG00000079215.13",3234060.89507276,0.209390752363423,0.450077877186403,0.465232269740514,0.641765131959922,0.834092226288776,"SLC1A3"
"ENSG00000131711.14",3134910.95549555,-1.45613296189364,0.326909226765267,-4.45424247061464,8.41899140698643e-06,5.63209346707028e-05,"MAP1B"
"ENSG00000198961.9",1077005.03740542,-1.12553532827757,0.248284156910693,-4.53325472830078,5.8081700963621e-06,4.03618046707579e-05,"PJA2"
"ENSG00000129596.4",146818.938224563,1.11199192596609,0.236916501063673,4.69360268691135,2.68435148234143e-06,2.01607594476976e-05,"CDO1"
"ENSG00000138829.11",6069.10723028576,3.45227133900604,0.645384981571538,5.349165904976,8.83605142688833e-08,8.99869153344873e-07,"FBN2"
"ENSG00000164402.13",1511839.76126634,-1.53026678021397,0.30356305061648,-5.04101792726843,4.63062080063774e-07,4.085054882874e-06,"SEPT8"
"ENSG00000120708.16",82546.4007353282,5.01940093252195,0.66265546244847,7.57467676185085,3.60022895128862e-14,1.2532141087019e-12,"TGFBI"
"ENSG00000112984.11",4691.34007329819,6.02076832215196,0.391406161737912,15.3824055692396,2.14815901089643e-53,6.25038454794007e-50,"KIF20A"
"ENSG00000146005.3",637976.978446156,-0.961996711319635,0.397968690455049,-2.41726732376775,0.0156375279920584,0.0452865740397645,"PSD2"
"ENSG00000170458.13",123414.666946016,2.27465469976112,0.601102291003612,3.7841391287385,0.000154241527585703,0.000761569467009303,"CD14"
"ENSG00000145819.15",282459.744703557,-1.73323651412095,0.329523358691028,-5.25982898755925,1.44189437201542e-07,1.40980160540365e-06,"ARHGAP26"
"ENSG00000182578.13",186522.614659992,0.896444617241407,0.628604455399032,1.42608696063465,0.153843242148509,0.306943206123745,"CSF1R"
"ENSG00000082515.17",57412.4098978117,0.39229435527755,0.130848141288832,2.99808886403367,0.00271678443682912,0.00980039566681124,"MRPL22"
"ENSG00000072571.19",4106.175711848,4.07720747909682,0.527133319816902,7.7346798728508,1.03663618856988e-14,3.95961509143063e-13,"HMMR"
"ENSG00000113763.10",321105.480342481,-3.77788909288198,0.621371073171625,-6.07992430931607,1.20239293029215e-09,1.79088117747579e-08,"UNC5A"
"ENSG00000137267.5",1500864.74088236,-1.13834967579899,0.304459380598955,-3.73892134168946,0.000184811537208668,0.000895261764419698,"TUBB2A"
"ENSG00000124491.15",49437.0086010714,4.21995028304229,0.656776121663724,6.42524924985465,1.31653616832312e-10,2.34670792900666e-09,"F13A1"
"ENSG00000124562.9",138723.010994666,1.49577142364324,0.16581615553383,9.02066158045781,1.86956793805785e-19,1.46555164006488e-17,"SNRPC"
"ENSG00000007866.19",26007.4558961847,2.20592410914142,0.460756375269343,4.78761494694873,1.6877507291821e-06,1.32260617978871e-05,"TEAD3"
"ENSG00000146122.16",1433633.98434193,-1.61746183021156,0.586640486280542,-2.75716025067875,0.00583057692234013,0.0191287163816828,"DAAM2"
